1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Country Code,Country Name,Indicator Code,Indicator Name,Unnamed: 62
,0.9833361460278399,0.949377606707481,0.9489119751429391,0.9274424276534871,0.910948364152895,0.8939000814000809,0.8780898989492328,0.901816587446315,0.9337221292993291,0.9204250629108709,0.9059958297417429,0.8935139307085408,0.882690211364312,0.871959374152459,0.863404221824024,0.8552388378012701,0.8470434391728979,0.8480131185839119,0.8387060940658951,0.8306964462537131,0.82258373789581,0.8105057324400861,0.8031284218450591,0.7962048128909149,0.7891805786721809,0.7819208521944091,0.766613424464173,0.759684088687479,0.7524785369035609,0.7438256891392221,0.733952352152929,0.7176216502802969,0.7030959645120209,0.691452003982883,0.682891564455193,0.664476565922032,0.651338494885516,0.6408534949647281,0.628469036697248,0.621514394417334,0.6155056434129821,0.6013972496491291,0.5916211881044979,0.5705361246571429,0.558733419911888,0.537708114881407,0.537394520349281,0.53211381379399,0.5149131684902871,0.504063476809433,0.48667442251787796,0.49398351439835897,0.481420267532159,0.48416382363425203,0.47427914390400605,,,USA,United States,Agriculture,Arable land (hectares per person),
,19.7216714561479,19.3357106046975,19.6063745228716,19.430808738110002,19.3253382480107,19.1839466489645,19.0509621179697,19.7620690558753,20.6621712508844,20.6065972555836,20.541633547913698,20.476669840243897,20.4226244027706,20.3595168010342,20.3595168010342,20.3595168010342,20.3682514171915,20.608780909622897,20.608780909622897,20.608780909622897,20.608780909622897,20.5006900346764,20.5006900346764,20.5006900346764,20.5006900346764,20.5006900346764,20.279813428598896,20.279813428598896,20.2780665053674,20.2726073702691,20.2726073702691,20.0983517779311,19.9529204189122,19.864591613021602,19.853673342824898,19.5443587481548,19.389974407574698,19.3015364189821,19.1471520784019,19.1409660857113,19.1444588033949,18.8799945862876,18.7334095910028,18.2337326673885,18.0218775103908,17.511755177953997,17.6687855820614,17.6894249963378,17.2683335847704,17.0459211449786,16.5805549542931,16.9564204988948,16.643129975446598,16.8643726865061,16.6454038406458,,,USA,United States,Agriculture,Arable land (% of land area),
,64869558.0,60548008.0,62420208.0,60977008.0,60379266.0,61141626.0,65847777.0,63042026.0,59258754.0,59229150.0,63782293.0,58369291.0,64531443.0,68262068.0,72020441.0,73082438.0,72223053.0,67303432.0,68371362.0,71550444.0,77733138.0,76214787.0,58729146.0,71957016.0,72873500.0,67107716.0,59233504.0,55714416.0,63533008.0,65700000.0,62132010.0,65891289.0,60274594.0,64018145.0,59766550.0,64881914.0,63804244.0,61556999.0,58461970.0,58526104.0,55168692.0,53572117.0,57814443.0,56784278.0,56807900.0,52861862.0,61919594.0,60985598.0,57935257.0,57483050.0,56667791.0,60253274.0,59486800.0,57979030.0,58120047.0,58454097.0,,USA,United States,Agriculture,Land under cereal production (hectares),
,0.20515429699441898,0.20701040292784303,0.204062469974757,0.204499200782622,0.204499200782622,0.20144208512756895,0.19871251757841502,0.195982950029261,0.19325338248010698,0.19270746897027602,0.19216155546044503,0.19161564195061398,0.191069728440784,0.190632997632919,0.190632997632919,0.190632997632919,0.190087084123088,0.204062469974757,0.204062469974757,0.204062469974757,0.204062469974757,0.22207761579917398,0.22207761579917398,0.22207761579917398,0.22207761579917398,0.22207761579917398,0.22207761579917398,0.22207761579917398,0.223824539030632,0.22928367412894,0.22928367412894,0.22928367412894,0.24020194432555703,0.24020194432555703,0.251120214522173,0.251120214522173,0.272956754915405,0.272956754915405,0.294793295308638,0.29469805455625003,0.29469805455625003,0.297972477384653,0.297972477384653,0.29469805455625003,0.29469805455625003,0.283783311794908,0.283783311794908,0.284233149893631,0.284233149893631,0.284233149893631,0.284233149893631,0.284233149893631,0.284233149893631,0.284233149893631,0.284233149893631,,,USA,United States,Agriculture,Permanent cropland (% of land area),
,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9158960.0,9161920.0,9161920.0,9161920.0,9161920.0,9161920.0,9161920.0,9161920.0,9161920.0,9147420.0,9147420.0,9147420.0,9147420.0,9147420.0,9147420.0,9147420.0,9147420.0,9147420.0,9147420.0,USA,United States,Agriculture,Land area (sq. km),
,259.64679178431,267.08828594822,264.793344248054,268.75920119573397,271.186440677966,311.317264733502,312.344186099824,297.790055248619,280.32592843102003,279.22748827721404,278.250239183587,277.533391985923,276.931301790965,276.449011111588,274.57205371315797,272.963233085932,270.702002658776,264.310879182008,258.53619771661704,250.377473444412,248.841090302244,248.66189119377898,248.76840731765802,249.03469762735298,248.71514925571898,251.910632972066,257.830754487407,244.882256032561,241.624489839872,238.409864495142,235.13011913225202,233.86060408517997,236.28023288900602,238.049126355537,238.898641105593,243.40955051786,246.08343844317298,249.725933635777,254.27472514939998,256.809965330049,259.297890535918,265.500326633021,265.21540021207903,270.056268556652,270.77521727281004,276.135820390386,271.17692117618,,,,,,,,,,,USA,United States,Agriculture,"Agricultural machinery, tractors per 100 sq. km of arable land",
,43.54,43.93,45.81,44.06,48.1,47.0,49.54,51.56,52.17,49.53,56.71,56.47,60.43,55.1,62.52,62.37,67.92,68.65,76.26,68.56,79.03,79.71,58.05,75.48,80.69,73.64,73.97,62.73,74.1,79.41,77.28,87.07,74.25,93.38,79.65,88.34,92.46,91.53,92.18,94.63,92.22,88.45,92.33,103.82,100.0,96.18,102.83,101.34,105.96,105.92,101.81,100.78,108.95,114.95,114.12,122.19,,USA,United States,Agriculture,Crop production index (2004-2006 = 100),
,45.45,45.82,48.12,48.91,49.92,50.88,53.68,54.15,54.27,53.52,58.15,57.32,58.8,59.96,64.1,66.02,68.39,67.79,71.47,69.19,75.38,75.2,64.44,73.69,77.88,73.72,73.17,69.02,75.91,77.94,77.15,84.23,76.98,89.19,83.89,87.78,91.18,92.09,93.72,95.96,93.67,94.09,95.66,100.53,99.3,100.18,104.84,107.59,109.89,110.27,109.06,107.97,113.51,117.03,116.61,122.32,,USA,United States,Agriculture,Food production index (2004-2006 = 100),
,55.19,55.38,57.24,60.37,59.38,60.58,62.24,62.78,63.13,64.57,66.09,66.25,63.19,66.51,66.1,70.34,70.26,69.36,68.41,70.47,71.92,71.45,73.71,73.45,75.24,76.26,76.54,78.24,78.22,78.8,80.34,82.92,83.13,87.0,88.71,89.78,90.79,92.26,95.82,97.47,96.85,98.85,99.09,97.93,99.71,102.35,103.09,106.8,104.64,105.98,106.85,106.81,107.87,108.75,108.91,109.7,,USA,United States,Agriculture,Livestock production index (2004-2006 = 100),
,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9629090.0,9632030.0,9632030.0,9632030.0,9632030.0,9632030.0,9632030.0,9632030.0,9632030.0,9831510.0,9831510.0,9831510.0,9831510.0,9831510.0,9831510.0,9831510.0,9831510.0,9831510.0,9831510.0,USA,United States,Agriculture,Surface area (sq. km),
